description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Chifles CRICKETS Sabor a Leche de Tigre Bolsa 250g,CRICKET S,S/ 11.20,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,250.0,g,11.2
Chifles Salados CRICKETS Bolsa 500g,CRICKET S,S/ 21.90,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,500.0,g,21.9
Chifle Salado CRICKETS Sabor Leche de Tigre Bolsa 150g,CRICKET S,S/ 8.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,150.0,g,8.5
Chifles Salados CRICKETS Bolsa 250g,CRICKET S,S/ 11.20,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,250.0,g,11.2
Chifles Norteños MILYS Bolsa 160g,GELCE,S/ 7.40,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,160.0,g,7.4
Chifles Dulces BELL'S Bolsa 220g,BELL'S,S/ 7.40,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,220.0,g,7.4
Chifles KARINTO Salado Bolsa 150g,KARINTO,S/ 9.30,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,150.0,g,9.3
Chifles Dulces ARTICHAY Sabor a Salsa Acevichada Bolsa 210g,ARTICHAY,S/ 16.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,210.0,g,16.5
Chifles Cancha y Carne Seca EL ARTESANO Artichay Bolsa 250g,EL ARTESANO,S/ 16.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,250.0,g,16.0
Chifles Dulces VILLA NATURA Bolsa 150g,VILLA NATURA,S/ 5.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,150.0,g,5.0
Chifles Picantes CRICKETS Bolsa 250g,CRICKET S,S/ 11.20,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,250.0,g,11.2
Chifles Dulces ARTICHAY Sabor Cabonossi Bolsa 210g,ARTICHAY,S/ 16.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,210.0,g,16.5
Chifles Picantes CRICKETS Bolsa 500g,CRICKET S,S/ 21.90,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,500.0,g,21.9
Piqueo INKA CHIPS Camote yuca chifles Bolsa 125Gr,INKA,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,125.0,g,8.0
Piqueo VILLA NATURA Chifles salados Bolsa 150Gr,VILLA NATURA,S/ 5.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,150.0,g,5.0
Piqueo BELL'S Chifles salados Bolsa 220Gr,BELL'S,S/ 7.40,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,220.0,g,7.4
Piqueo BELL'S Chifles salados Bolsa 125Gr,BELL'S,S/ 4.59,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,125.0,g,4.59
Piqueo BELL'S Chifles Salados Táper 100g,BELL'S,S/ 3.79,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,100.0,g,3.79
Chicle TRIDENT Sin Azúcar sabor Mora Azul Envase 18un,TRIDENT,S/ 3.70,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,18.0,un,3.7
Chili BADIA en Polvo Frasco 77.9g,BADIA,S/ 9.60,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,77.9,g,9.6
Chile Casero HERDEZ Frasco 453g,HERDEZ,S/ 16.40,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,453.0,g,16.4
Chicle TRIDENT Sin Azúcar sabor Menta Envase 18un,TRIDENT,S/ 3.70,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,18.0,un,3.7
Chicle TRIDENT Sin Azúcar sabor Sandía Envase 18un,TRIDENT,S/ 3.70,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,18.0,un,3.7
Chicle TRIDENT Sin Azúcar sabor Menta Herbal Envase 18un,TRIDENT,S/ 3.70,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,18.0,un,3.7
Desodorante para hombre en Aerosol para Hombre AXE Ice Chill Frasco 150 ml,AXE,S/ 14.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,150.0,ml,14.5
Chupetes BOM BOM BUM con Chicle sabor Maracuyá Bolsa 456g,BON BON,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,456.0,g,8.0
Cigarrillos LUCKY STRIKE Double Chill Caja 20un,LUCKY STRIKE,S/ 19.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,20.0,un,19.5
Chupetes GLOBO POP NEON!! Con chicle sabor limonada Bolsa 480Gr,GLOBO POP,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,480.0,g,8.0
Pasta Dental ORAL-B Stages Chicle Tubo 75ml,ORAL B,S/ 11.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,75.0,ml,11.5
Chupetes BOM BOM BUM con Chicle sabor Fresa Bolsa 456g,BON BON,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,456.0,g,8.0
Chupetes BOM BOM BUM con Chicle sabores Surtidos Bolsa 456g,BON BON,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,456.0,g,8.0
Chupetes GLOBO POP!! Con chicle sabores surtidos Bolsa 480Gr,GLOBO POP,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,480.0,g,8.0
Cigarro LUCKY STRIKE Big Chill Slim Caja 20un,LUCKY STRIKE,S/ 18.90,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,20.0,un,18.9
Chupetes GLOBO POP!! Relleno con chicle sabor fresa Bolsa 480Gr,GLOBO POP,S/ 8.00,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,480.0,g,8.0
Silicona SIMONIZ Protector Uv 3 Chicle 300ml,SIMONIZ,S/ 20.90,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,300.0,ml,20.9
Deocolonia para hombre en Aerosol para Hombre AXE Ice Chill Efecto Frío Frasco 150ml,AXE,S/ 14.50,vivanda,CHIFLE (BOCADITOS),2024-12-04 18:16:14.960207,150.0,ml,14.5
